text_display,video_source
justin cuci kaki,Youtube
"Masih terngiang "" Coach justin said ; sty tidak digantikan 1 pelatih tp 3 pelatih sekaligus..😂😂😂😂 makan tuh 3 pelatih",Youtube
"STY sebaiknya kembali melatih Timnas, supaya TW sibuk lagi",Youtube
Rahmat darmawan,Youtube
"Timnas indo perlu pembenahan besar besaran dari segala aspek,kita bisa lihat kenapa timnas itu hanya sampai u19 yang baik? Kenapa begitu memasuki U23 sampai senior itu berkurang,harusnya itu perlu di pikirkan untuk jangka panjang",Youtube
Sayang Guardiola ga mau melatih timnas.alasanya ga dihubunngi.😂😂😂,Youtube
Pembentukan pondasi dan karakter awal STY.. baiknya STY balik latih latih Timnas.,Youtube
"Alah dia mah di pecat juga dapat 40 milyar 😂😂
 Pasti lagi senyum senyum dia di rumah",Youtube
Influencer buzer yang buat STY di pecat nya ini,Youtube
Pembacot handal,Youtube
Duo lawak,Youtube
"Baru kali ini liat panji kliatan tampan, cocok ama outfit nya njir",Youtube
Panji makeupnya berlebihan 😭,Youtube
"ganti peltih per 10 bulan saja.. misalnya aji santoso, terus towel, terus justin, terus duo panji, mamat dll",Youtube
3 pelatih jadi 1 kata botak😂,Youtube
koci keramasss,Youtube
Budaya mesti sama..pundit plin plan,Youtube
"Belum ada dalam sejarah club maupun timnas eropa di latih oleh pelatih Asia, kebetulan pemain timnas hampir 75% punya latar belakang eropa",Youtube
"Balikin STY lg pun, ntr kl kalah pas match kecewa??",Youtube
"Kalau sty gak di ganti pun indo juga gak bakalan lolos.
 Takdir itu mah",Youtube
botak blanda,Youtube
"Federasi menyenangkan publik untuk politik datangkan sty meskipun gagal😂,itulah kenapa suara rakyat cukup di dengar tapi bukan solusi,salam 78",Youtube
Yg penting PSSI diskusi dgn org yg tepat untuk penunjukan pelatih baru. Jgn diskusi dgn org2 (pengamat2) yg dulu lagi sampai kepilih Kluivert.,Youtube
"Harusnya jika tdk bisa membawa timnas masuk piala dunia,,putus kontrak tanpa pesangon,,jika masuk dapat bonus,masyak gitu ja gak tahu",Youtube
"Yg latih Timnas cocok nya pelatih yg punya karakter kuat yg bisa naikin semangat Tim, seperti ; Mourinho, Conte, Hitzfeld.. 
 Tapi kalo mau maen enak dilihat, coba Frank Rijkaard.",Youtube
"Sebaiknya PSSI jgn buat kesalahan lagi , 
 Jgn pilih pelatih baru lagi karena pelatih baru blm tahu gmn cara para pemain timnas Indonesia . Seharusnya pelatih yg udah tahu cara gmn para pemain timnas",Youtube
Mana yang setuju Jurgen klopp latih Indonesia .,Youtube
Lebih mengarah ke akira nishino,Youtube
"Harap matikan kolom komentar , isinya toxic antara A dan B",Youtube
Timur kapadze,Youtube
"Pundit Indonesia terbaik 
 Bung koesnaini 
 Bung binder
 Yang lain cukup di lihat sebagai bahan lawakan saja 😂😂😂",Youtube
Botak uu botak plin plan,Youtube
Pelatih spanyol sihh🤔,Youtube
Apaan sekarang yakin dari asia. Kemaren2 yakin harus dari Belanda,Youtube
Botak org yg berpengaruh pas sty d pecat😊,Youtube
"Intinya sekarang, LU BELANDA LU GAK AMAN",Youtube
Botak ini apaya,Youtube
"Yg paling penting Indonesia harus mencari stok pemain timnas, utk persiapan piala dunia 2030....biar pelatih baru tidak punya alasan kualitas pemain timnas Indonesia buruk....",Youtube
"Saya pikir kasih kochi kesempatan untuk menjadi pelatih timnas, karena dia memiliki budaya yang sama dengan pemain timnas",Youtube
"Semenjak sty keluar mau ada timnas main sudah gak peduli lagi, walaupun nanti ada piala aff piala asia pasti akan sulit di gapai walaupun pelatih nya bagus, 😂😂",Youtube
STY kayaknya gak mungkin kembali,Youtube
Move On lah guys...,Youtube
"Patrick Kluivert adalah pelatih yang tepat karena sesuai dengan budaya ""total football"".",Youtube
"mau jepang nanti udah berapa tahun minta out lgi, bilangnya butuh pelatih yang satu budaya lagi wkwk",Youtube
"lah bener uzbek lah, udah selesai baru diganti. Ini Indonesia ganti di tengah tengah.",Youtube
"Kayaknya si pk emang sengaja buat di kalahin dahh, terus uang kompensasi nyaa buat dia nge judol 😭",Youtube
Justin El PLIN PLAN,Youtube
Biarkan sty jadi hero di episode sebelumnya.. Kalau balik gw takut di kerjain pssi karna pssi takut namanya di bawah sty,Youtube
PILIHANKU TIMUR KAPADZE,Youtube
Sty ga ush balik. Dia sdh bagai pahlawan sekarang. Kalau dia balik trus gagal bakal bisa full di hujat.,Youtube
Belanda tai,Youtube
ngasal bgt ni orang ambil pelatih jepang wkwkwk,Youtube
"justin semenjak jadi tukang rumput gbk jadi ga objektif, 11 12 arya 😂",Youtube
"kenapa harus STY sih,kayak gak ada yg lain aja",Youtube
Cocok sama sty indo,Youtube
Si botak banyak teori,Youtube
botak diiiiiiammmm!!!!,Youtube
ET : coach STY lagi gimana?,Youtube
Orang gak ngerti bola lagi ngobrolin bola,Youtube
Gw setuju sih ma kochi mnding dr jepang sih jepang banyak ngelahirin pelatih pelatih hebat,Youtube
"""KEPELATIHAN TERBAIK 🤡"" BELANDA SEKEMMMMM COOOOOO 😃",Youtube
gua harap STY jangan mau balik lagi ke timnas indo pasti orang2 yg malu akan menghalalkan segala cara merusak reputasi bliau lebih baik cukup sampai di sini bliau sudah dapat gelar hero di hati para penggemar timnas indonesia,Youtube
Cuci tangan yang bersih ya coach Justin,Youtube
"Yg orang kagak tau sty itu di Ulsan Hd baru aja dipecat perasaan baru melatih , apakah benar , bertanya dengan nada lemah lembut ?",Youtube
Semua gak ada yang instan. Kalo emang mau punya filosofi sendiri harus bikin blue print 100 tahun kedepan. Contoh jepang dengan pembangunan sepak bola usia mudanya mereka akhirnya bisa metik hasilnya sampai saat ini.,Youtube
"penjudi ya dukung penjudi lah, kenapa ?, soalnya pikirannya sama 🙏🏽",Youtube
"Pelatih kepala : justinus lhaksana
 Assisten 1 : tommy welly
 Assisten 2 : akmal mahali",Youtube
STY jangan balik resiko makin berat buat kedua pihak. Mending ambil eropa aja ga harus belanda.,Youtube
Lu belanda lu aman,Youtube
Mu harus keras mainya,Youtube
wow,Youtube
poulo bento portugal sih cocok,Youtube
6:30 FYI Pelatih Uzbek bukan dipecat tapi mengundurkan diri,Youtube
"Hahaha komen gw di offside duo sebelum nya hilang guys, padahal gua cuma kritik si botak",Youtube
jadiin pastoor interim mau liat dia nge lead coaching staff,Youtube
Hatters ronaldo dan fan belanda prediksinya meleseett MU menangggg,Youtube
Lu aja jadi pelatih botak,Youtube
Conte Latih MU Lah Gue Pengen Lihat Conte latih MU Dulu sempat ada rumor Conte latih MU,Youtube
Kenapa ga blockin hatters? Apa karena terlalu banyak? LOL,Youtube
"Pssi tidak boleh ego, rakyat berharap pelatih yg mengerti kultur pemain dan pelatih yg memang di cintai pemain fans dan rakyat indonesia..... Kami 
 Kecewa tp kami berharap pada pssi..",Youtube
Sales belanda koci,Youtube
"10:41 PLIS BAWA PATRICK KEMBALI, KAMI BUTUH HIBURAN SELAIN EMYU🥺",Youtube
"Yg setuju ""PARK HANG SEO"" ? 😂",Youtube
Saran Gue ... Timnas Indonesia Harus Cari Pelatih Yang Berpengalaman Tau Cara Menangani Timnas Punya Level internasional Dan Punya Pengalaman Untuk bwa Timnas Indonesia Ke Piala Dunia Minimal Punya Pengalaman Melatih dulu,Youtube
"Menit 07.00 - 09.00 adalah cuci tangan ala si paling Belanda. Dia yang nyaranin buat ganti, dia malah nyalahin Pak Erick ""harus yakin dulu"". Perlu dites kesehatannya",Youtube
Kalau gw teropong pssi akan tetap ambil pelatih dari eropa kalau tidak dari italia ya dari belanda tapi CV nya lebih mentereng,Youtube
Pelatih baru aj ngpain jga ngambil pelatih lama,Youtube
"https://youtu.be/uaP2jCxZ_40?si=2A37BioeDRbNr0l2
 
 
 3 Bek Jepang Hancurkan Brasil !!! sementara di konoha maksa 4 bek 😂😂😂😂",Youtube
"Luis milla atay park hang seo patut dicoba
 Atau pelatih asal jepang biar gameplay nya solid",Youtube
Buat kisruh aja... Pak et udh bagus jadi ketum di banding yg dulu dulu,Youtube
Koci jangan lupa sebelum tidur cuci tangan 😂,Youtube
"Emang sejarahnya abis Belanda berlanjut Jepang, baru merdeka",Youtube
"waduh uda mo natal, koci, bilangin ET jangan interview pas natal lagi deh, udah salah caranya :D",Youtube
Pecat jg tuh esco² PSSI..,Youtube
kita perlu pep,Youtube
"pilih STY, sebab hanya dia dan Tuhan yg tdk boleh disalahkan",Youtube
Harvey renald aja bisa balik ke Arab Saudi. Kenapa STY nggak bisa balik?,Youtube
"kalo pelatihnya dari asia, gua yakin ini si casper belanda bakal koar2 mulu kalo mainnya jelek atau kalah 😂",Youtube
"Kalo Target kita World cup.. Maka pilihlah Pelatih yg pernah merasakan melatih Timnas negara yg pernah main di world cup..kalo masih Pelatih kelas Asia, kita gak bakal kemana-mana 😊",Youtube
"Dengerin aja sih, pake statement bilang cuci tangan. Namanya juga komentator bebas lah. Toh justin back ground nya sesuai pernah main bola, pelatih juga dan exs exco pssi",Youtube
Bw 2 perbedaan budaya asia eropa lah.. Intinya PK otaknya nggak nyampe mau d bandingin STY.. Dia nhe yg dukung trus PK skrng balik badan😂...,Youtube
Akira nisino,Youtube
Masih percaya Ama si botak ini,Youtube
"Klok berbicara timnas, ujung2ny anda jg yang salah!!",Youtube
"Sampean coba jadi pelatih timnas,",Youtube
jesus casas lah pasti gk pernah kalah...karna langsung di latih tuhan...,Youtube
"Kemarin katanya masih ada piala Asia, gagal piala dunia bukan kegagalan, munakk munak",Youtube
Sipaling sotau .. si paling ga konsisten wkwkwkwkwkwkwkwk,Youtube
Sok banget ini si coach palsu,Youtube
Gue sebagai fans mu gak yakin bang seri karena pemain tengah mu itu medioker semua cma bruno yg bagus liverpool sangat kuat skuat pemain bgus,Youtube
"Kemarin bilangnya harus belanda, karna budaya segala macem, sekarang bilang jepang. Dibilang plin plan ngamuk, kocak",Youtube
#kembalikanSTY,Youtube
"Ketimbang na ni nu naninu tentang STY undang dong Jeje dan ET, konfrontasi -- kalo cuma ngira2 mah gak bakalan jelas... Ya kalo perlu STY yang di undang tapi kan susah, ada Jeje tuh - konfrontir kok bisa sepede itu maen kick aja~alasan yang muncul kan biar naekin persentase keberhasilan masuk Pildun, sekarang udah kebukti zonk nih - apa lagi alasan yg lain?",Youtube
33:56 Tomas Tuchel kocak,Youtube
"Padahal si simon sama alexander tetap stay, lu nya aja yg kudet🤣. .",Youtube
Tot tot tot,Youtube
Sty❤,Youtube
"STY yess, tpi luluhkan sakit hati nya",Youtube
Pemain dari Belanda terus pelatih dari Belanda karena lebih memahami kultur TPI zonk,Youtube
"Kalaupun patrick out ya bukan brrti STY jg kali yg gantiin
 Gw rasa pelatih asal amerika latin , eropa selatan gw yakin cocok utk timnas indonesia",Youtube
"Kalau sy pribadi pelatih yg cocok sty dan Luis Mila...
  Jika di beri pilihan lain 
 mungkin pelatih asal jepang boleh di coba 
  Karna jepang skrg kualitasnya makin bagus
 Siapa tau sepak bola jepang bisa menular ke timnas",Youtube
JUSTIN CUCI TANGAN,Youtube
"Heii pelatih jepang itu dari 2018 gilak, indo mana mau proses yg ada udah penentuan di pecat lagi",Youtube
"Ambil pelatih Jepang di beberapa tahun lalu mungkin masih cocok, tapi kalau untuk sekarang kyknya lebih cocok pelatih Korea. Jepang identik sama permainan dari kaki ke kaki & high press, sedangkan Korsel lebih kalem & tempo lambat.
 
 Dulu gaya main kita mirip sama Jepang yg ngandelin tempo cepat dan menyerang, meskipun kualitasnya jauh di bawah mereka. Tapi sejak STY datang, gaya main timnas kita berubah jadi bertahan dan penguasaan bola.
 
 Jadi, menurut saya mending ambil pelatih Korea lebih cocok. Tapi saya kurang tau pelatih Korea mana yg bagus selain STY sama PHS. Kalau Jepang, lumayan banyak pelatih yg saya kenal😅",Youtube
Awas yg nge kritik si Koch ini.. nanti diblok,Youtube
10:50 MAMAM TUH TOTAL PUTBOL,Youtube
penjajah lagi dong kalo pelatihnya jepang 😁,Youtube
Menurut aku pelatih baru aja.. Kalo sty balik misal kalau kalah pasti di hujat se-Indonesia,Youtube
"𝔹𝕒𝕟𝕪𝕒𝕜 𝕥𝕖𝕣𝕟𝕒𝕜 𝕊𝕋𝕐 ,𝕕𝕦𝕜𝕦𝕟𝕘 𝕥𝕚𝕞𝕟𝕒𝕤 𝕖𝕣𝕒 𝕤𝕥𝕪 𝕕𝕠𝕒𝕟𝕘 ,𝕜𝕠𝕒𝕣""𝕟𝕪𝕒 𝕕𝕒𝕙 𝕜𝕒𝕪𝕒𝕜 𝕠𝕣𝕒𝕟𝕘 𝕪𝕟𝕘 𝕞𝕖𝕟𝕘𝕖𝕣𝕥𝕚 𝕤𝕖𝕘𝕒𝕝𝕒𝕟𝕪𝕒 ,𝕜𝕠𝕔𝕒𝕜 𝕟𝕖𝕥𝕚𝕫𝕖𝕟 𝕚𝕢𝟟𝟠",Youtube
MANA DOMBA KOCI KOK GA KELIATAN,Youtube
cari pelatih yang suka marah jangan senyum senyum aja gak cocok di indonesia,Youtube
"biarkan STY pergi dengan nama baik, daripada balik lagi kesini lagi malah dikerjain federasi",Youtube
masih percaya ama kochi?,Youtube
"Anehnya dimna klo dirteknya tetep itu ? 
 Lu pikir gampamg cari dirtek ?",Youtube
El menir,Youtube
"Justin jadi pelatih timnas aja tuh, kita lihat seperti apa xD",Youtube
"1. pemain belanda dari kecil sudah terbiasa dengan formasi 4 bek, ga make sense disuruh main dg formasi 3 bek 
 2. .....",Youtube
mari kita tinggalkan channel yg ada justinnya 🎉🎉,Youtube
"11:54 DULU MENGAGUNG2KAN BELANDA, SKRG PALING ANTI KLO ADA DARI BELANDA LAGI😆🤣#mamamtuhtotalputbol",Youtube
"Penting pelatihnya jgn dari Belanda,",Youtube
Sang pengacara Belanda tidak mampu menolong kliennya yg teramat bodoh itu.,Youtube
"Justin itu orang munafik dulu sanjung Patrik dan suruh sty aut skrng bilang Patrik jelek,lek wong jowo garani isuk dele sore tempe omongan mu Justin",Youtube
"jangan ikuti koci ambil pelatih mana, nanti blunder lagi 🤣",Youtube
"𝕊𝕦𝕕𝕒𝕙 𝕤𝕒𝕪𝕒 𝕜𝕒𝕤𝕚𝕥𝕒𝕦 𝕕𝕒𝕣𝕚 𝕒𝕨𝕒𝕝, ℙ𝕖𝕔𝕒𝕥 ℙ𝕒𝕥𝕣𝕚𝕔𝕜 𝕂𝕝𝕦𝕚𝕧𝕖𝕣𝕥 𝕕𝕒𝕟 𝕖𝕣𝕚𝕜 𝕥𝕠𝕙𝕚𝕣. 𝕜𝕒𝕝𝕒𝕦 𝕓𝕚𝕤𝕒 𝕤𝕚 𝕥𝕠𝕨𝕖𝕝 𝕒𝕥𝕒𝕦 𝕤𝕚 𝔸𝕣𝕪𝕒 𝕊𝕚𝕟𝕦𝕝𝕚𝕟𝕘𝕘𝕒 𝕛𝕒𝕕𝕚 𝕡𝕖𝕝𝕒𝕥𝕚𝕙 𝕤𝕒𝕛𝕒. 𝕤𝕖𝕥𝕚𝕕𝕒𝕜𝕟𝕪𝕒 𝕓𝕖𝕜, 𝕥𝕒𝕡𝕚 𝕥𝕚𝕕𝕒𝕜 𝕒𝕕𝕒 𝕪𝕒𝕟𝕘 𝕡𝕖𝕣𝕔𝕒𝕪𝕒 𝕥𝕖𝕟𝕥𝕒𝕟𝕘 𝕚𝕥𝕦. 𝕊𝕖𝕙𝕚𝕟𝕘𝕘𝕒 𝕤𝕖𝕜𝕒𝕣𝕒𝕟𝕘 𝕥𝕚𝕞𝕟𝕒𝕤 𝕤𝕖𝕡𝕒𝕜 𝕓𝕠𝕝𝕒 𝕀𝕟𝕕𝕠𝕟𝕖𝕤𝕚𝕒 𝕤𝕚𝕣𝕟𝕒 𝕤𝕦𝕕𝕒𝕙 𝕓𝕒𝕣𝕒𝕟𝕘 𝕚𝕥𝕦. 😢😢😢",Youtube
COACH BAGAIMANA KALAU STY SANG PELATIH DIFENDER DAN DI DUETKAN SAMA ALEX PASTOR KIRA2 LOGIS APA NGGAK?SEMOGA KOMEN SAYA DI TANGGAPI,Youtube
"Tangung jawab Justine& towel gagal timnas nyiyiran mu sty out,
 Sekarang sudah terjadi.
 # park hang soo#",Youtube
"udah move on gausah ambil STY, dan gausah ambil yg harus belanda, yg penting track record pelatih timnas dan punya system filosofi konsisten yang bisa dipertanggung jawabkan",Youtube
"Menurut saya yang pantas melatih timnas Indonesia saat ini ialah Paulo Bento,mantan pelatih timnas korsel,korsel dibawa dia masuk sampe 16 besar pildun 2022 dan dia sudah mengerti kultur sepakbola Asia dan satu menurut saya yang sangat cocok nglatih timnas Indonesia yaitu Walid regragul mantan pelatih timnas marocco,marocco di bawa dia sampe semifinal pildun 2022 dan untuk pertama kalinya dalam sejarah marocco bisa Sampe semifinal dan tim pertama africa yang bisa sampai ke semifinal pildun dah itu saja trimakasih",Youtube
STY PELATIH AMPAS😂😂,Youtube
"Feeling gue sih penyebab pemecatan STY itu karena Erick Thohir merasa cemburu , karena sorotan Media dan masyarakat begitu mengelu2kan STY , sedangkan Erick Thorir juga merasa punya andil besar dlm perkembangan Timnas Juga Liga . Tapi gak begitu di elu2kan netizen . Fix sih karena alasan cemburu sosial gue yakin .",Youtube
Mending ambil mantan pelatih uzbek si timur,Youtube
Mending timur kapadze aja.. Udah jelas track record nya.. Semua umur tim Uzbek di bawa ke puncak.,Youtube
Selama Erik Thohir tetap di PSSI STY gak akan balik ke Indonesia,Youtube
"Jangan dari Eropa lagi pelatihnya Pak Erik. Coach dari Eropa terindikasi bisa di ""Setir"". saran cari yg dari Jepang atau dari Korsel lagi.",Youtube
"sikat bang panjiiii...
 gw udah muak banget sama si justin..
 rekomendasinya selalu ada udang di balik batuu😂😂😂",Youtube
Ciee cuci tangann,Youtube
Jesus Casas,Youtube
Pelatih pecundang,Youtube
"Dari awal jg ud kgk percaya sm Patrick,,, mending STY kemana-mana... 
 Ahh syudahlaahhh...",Youtube
Mending mantan pelatih vietnam dulu,Youtube
"1:40 ""buat apa balik ke Indonesia"" ,mental2 lemah emang sama ( STY diganti 3 pelatih) wkwkwkwk KOCAAAAAK",Youtube
gausah nyaranin pelatih drmn dah lu koci ga pernah bener saran lo,Youtube
lo mamam dah tuh pk!,Youtube
Sty gamungkin balik. Banyak yg gasuka sampe dipecat. Masa diminta balik lagi,Youtube
Sty balik? Mending pelatih baru,Youtube
"BOTAK JUSTIN CUCI TANGAN, COK!",Youtube
"Sty d ganti bukan cuman di gangi dengan 1 sty atau 2 sty tapi di ganti 3 sty 
 
 Aduh omongan bisa kayak gitu yak",Youtube
"Pecat 1 datengin 3 staff, malah kalah.. PSSI tekorrr rugi banyak 😂",Youtube
Ngapain di bayar.dia dah dpt dr arab saudi.krn sengaja pilih pemain sengaja biar kalah.,Youtube
"Janganlah, STY jangan suruh balik lg. Sama aja dia juga. Cari lagi yg bener² baguss",Youtube
Botak binomo cuci tangan,Youtube
"Menurut gua dari sekian banyak nama, park yang seo lebih cocok lebih tepat karna selain hasilnya yg meyakinkan membangun tinggi kelas timnas vietnam, dia juga berasal dr asia yg otomatis kulturnya sama, dia juga punya karakter yg kerass, tegas & mental juara yg sangat kuat",Youtube
Sty GK perlu balik LG. Tp prestasi sty hrus d jadikan patokan bwat pelatih timnas kdepan. Klo GK bisa LBH baik drpd sty pecat aja.,Youtube
Botak mencla mencle 😌,Youtube
"iyaa bener si timur kapedze udah berjasa bisa masukin pildun untuk pertama kali, banyak banget dah jasanya ehh malah diturunin. itu klo di indonesia udah rame banget ricuhnya lebih dri sty.",Youtube
luis mila,Youtube
Park hang seo,Youtube
Lu sok asik Coach,Youtube
"Lah kenapa musti semua belanda?
 Kocak sih lama"" klo kayak gini cara pandangnya.",Youtube
"berkunjung cuman mau dislike video, sama komen aja 😂😂",Youtube
Ngomong Mulu minum dlu ludahnya,Youtube
"Salah lu kochi, pas Leverkusen juara, muenchen pelatihnya nagelsmann terus diganti tuchel... Kompany baru masuk tahun lalu dan langsung juara",Youtube
Apasi koci... Pelatih eropa pun sering minta maaf klw gak bisa memberikan yang terbaik.. Masa,Youtube
Lu Belanda lu aman,Youtube
Si panji iya2 mulu ga bisa counter argumen hahaha pundit maksa ga pernah riset juga sering ha ho ha ho 😂😂😂 ky gini mau gantiin hanif di fms riset aja ha ho ha ho nji nji 😂,Youtube
kucek,Youtube
Gonta ganti filosofi tp gk ada hasil,Youtube
Thomas Doll,Youtube
Pelatih eropa bayak yang gak kenal pemain kita. Saya rasa susah.,Youtube
Dengan kondisi sekarang kita sebagai fans berharap kepada PSSI mendapat pelajaran yang sangat menyakitkan ini & tidak salah lagi mengambil keputusan yang keliru.Sebenarnya sampai saat ini sebagai pribadi saya masih belum bisa terima hasil buruk kemaren.Sekarng saatnya PSSI bertanggungjawab dan membuktikan dengan menyiapkan planing 2030 agar mematangkan skuad agar lebih siap lagi.Dan catatan memilih pelatih yang CV nya & mempunyai kemampuan/pengalaman yang baik.,Youtube
"Pelatih jepang yg melatih timnas wanita saja di pecat, kok minta pelatih jeoang",Youtube
Jeje dalam satu podcast bilang klo mungkin STY bisa balik ada syarat yang harus dipenuhi salah satu syaratnya STY punya kuasa untuk memilih pemain. Berarti selama ini kan ada campur tangan federasu buat milih2 pemain.,Youtube
PHS aja..... udh pasti disiplin. dan CV nya mantep drpd STY,Youtube
"PSSI media sama pundit lawak semua, PSSI goyah karena pundit yang gak kompeten, media pun ngasih panggung pundit receh, perpaduan yang sempurna 😂😂",Youtube
plinplan,Youtube
Buat apa balik ke Indonesia? Arogansi belanda kah? Pabtes,Youtube
"Si Tohir suruh jadi pelatih timnas, jadi dia punya 3 jabatan, jadi Menpora, jadi Ketum PSSI, sama jadi pelatih timnas..
 Biar kalau ada masalah ketiga orang ini saling menyalahkan..",Youtube
"pelatih timnas itu sebenernya lebih mudah di banding pelatih club,, pemilihan porsi pemain nya lebih banyak,, sty aja ga sampe semusim di pecat ulsan karna hubungan yang buruk sama pemain. kalo di timnas kan tinggal ganti aja,, ga ada gaji dan tranfer pemain, simple.",Youtube
"eric ten hag,",Youtube
cari pelatih lain ngapain harus STY lagi 🥱🥱🥱,Youtube
"kalo balik ke STY lagi sih kemunduran setelah merasakan kepelatihan eropa, minimal fabio capello lah gantiin kluivert",Youtube
Duta binomo nyari,Youtube
"Orang lupa sty pun pernah membuat susunan pemain yg aneh saat melawan China, saat itu netizens bilang sty out Begitu juga kondisi yg dihadapi PK. Seandainya sty kembali bagaimana dgn para pemain yg pernah membuat rapat sendiri ??",Youtube
"PK bukan miskin taktik lagi😂😂😂 tapi gak punya emang. 
 Kosong aja udah",Youtube
Sy lbh ke Spanyol Jesus 80% ok lah,Youtube
"Ngapain dirtek nya harus diganti, dirtek mah siapa aja walaupun beda negara, dia kan di yordania pelatih timnas nya bukan dari belanda",Youtube
Dlu dkung pelatih belanda sekarang tiba2 pngn jepang😅,Youtube
mancini cocok ni,Youtube
ET itu mundur,Youtube
"Kita gak akan bisa terus""an menyalahkan pelatih dan gonta ganti pelatih. PSSI harus mulai membangun secara masif filosofi sepakbola Indonesia mulai dari usia dini dan akademi. Hasilnya memang tidak akan instan tapi dalam 5-10 tahun kedepan akan terasa. 
 
 Contoh Jerman yang pernah wajibkan seluruh tim bundesliga gunakan formasi yang sama yaitu 4-2-3-1 agar memudahkan pelatih timnasnya utk cari Pain yg sesuai utk timnas Jerman saat itu. Atau di Italia dimana seseorang yang ingin lulus sebagai pelatih profesional harus punya ide dan filosofi sepakbola nya sendiri
 
 PSSI harus melakukan riset secara mendalam apa sebenarnya filosofi yang cocok buat sepakbola Indonesia. Sehingga suatu saat nanti, mau siapapun pelatih nya, Indonesia tetap punya identitas dan filosofi bermain sepak bola yang jelas dan tidak berubah.",Youtube
"""Ngapain balik ke indonesia?"" (Negara aneh) kecuali kalo kaya gua emang nyari duitnya disini, pasti bulak balik terus 😂",Youtube
"Mau nya sih 1 
 hajimi moriaso aja
 Nova Irianto sama aja sama sty
 Simons tahmata 
 Frank rignaf",Youtube
masih aja nyebokin ketum menpiora,Youtube
"Bener kan
 Kenapa MU beli sesko, harusnya beli gelandang bertahan 2
 70juta buat sesko bisa tuh beli buat 2 pemain gelandang bertahan
 Ada veerman, scouten, timber, hubner, Jenner, Nathan",Youtube
"Wah jalan balik dong sty akhir-akhir itu permainannya juga buruk banget, dia menangani tim aja kemarin juga dipecat,",Youtube
"STY paling tepat. Sudah memahami kultur indonesia, sudah berpengalaman di asia dan piala dunia. Jangan coba2 lagi pake pelatih baru dah",Youtube
"Untuk pengamat sepak bola yang wajib di tonton & dengerin 
 Bung binder 
 Sapto Haryo
 Bung harpa 
 Greg Nwokolo 
 Bung Valentino jebret 
 Karena mereka bicara secara fakta 
 Untuk kemajuan sepakbola Indonesia",Youtube
Federasi buang buang duit aja.,Youtube
"Hiburan masyarakat satu""nya pun di politisasi , Gara"" nyari elektabilitas , track yg sudah berjalan di rombak total krna pelatih sebelumnya bukan bawaan dari dia 😂",Youtube
Sory selagi ada justin. Gw nggak bakal nonton.🙏,Youtube
"KOCHI BLG JEPANG,,,BERARTI PSSI HARUS PILIH PELATIH YG BUKAN DARI JEPANG..ITU KLO MAU SUKSES",Youtube
"Jangan ambil pelatih dari belanda, belanda cuma jago Ngomong doang contohnya Justin",Youtube
"Org indo ini ga sadar diri 😂 kualitas main bola kita tuh pas pasan mau siapa pun pelatihnya kalo yg main pemain lokal juara aff aja berat 😂, timnas sampe sjauh ini berkat pemain naturalisasi",Youtube
"Sty atau casas.
 Jangan Belanda lagi.",Youtube
Ya kalau mau lolos piala dunia cari pelatih kelas dunia bukan PK DAN STY,Youtube
"lu jangan rekomendasiin pelatih lagi ah sat, diem!!!",Youtube
"😂 di bahas juga pk di suap, kmngkinan itu ada coach, banyak kejanggalan saat lawan arab, alasan knp dia bsa mau sedangkan dia btuh cv, dia terlalu pD bisa ngalahin irak dan masuk round 5, mknya mreka ngirim tim nonton pertndingan calon lawan di round 5 ,,, gmna netizen ,?",Youtube
"disaat Belanda gagal, mungkin ini waktunya orang Jepang masuk ke Indonesia sebagai saudara jauh dari asia untuk memikat hati Rakyat.",Youtube
"Lu mending gak usah banyak cakap,",Youtube
"Pelatih baru paling gagal lagi. 
 Banyak mafia ... Cuma STY yg berani sama mafia. Tegak lurus",Youtube
"Kata Justin sty diganti utk meningkatkan probabilitas tim lolos pildun,,, nyatanya NOL BESAR ..",Youtube
"Setelah Belanda Terbitlah Jepang, ini kita lagi nyari pelatih atau romantisasi zaman penjajahan sebelum merdeka 😂😂😂😂",Youtube
"Panji fans MU yang sumpah KARDUS BAT! Tapi gapapa, teruslah pesimis, ketika lu pesimis, MU selalu menang dan terbukti berapa kali lu pesimis di situ MU menang!",Youtube
Haram ngambil pelatih dari belanda..😂😂😂😂😂😂😂😂😂,Youtube
Kalau sty kembali bukan karena pssi sepenuhnya karena rakyat juga ikut program tersebut mau kek apa apbn negara juga masuk ke pssi,Youtube
urat malu putussss,Youtube
Sty harga mati,Youtube
"Ambil aza pelatih dari kumpulan para pundid/pengamat sepakbola , karena analisa nya dan pengamatanya maha benar dan pintar. Biar para pengamat memilih pemimpin pengamat untuk jadi pelatih. 😂😂😂",Youtube
ambil Jesus cansas udah terbukti kalahkan sty ama jepang,Youtube
Masih ingat COCOTMU ketika mengatakan 1 pelatih diganti 3 pelatih argh memang munafik kata Pascol,Youtube
duta binomo nyari pembelaan,Youtube
"Setuju sih, aroma kepelatihan belanda kurang cocok buat Indonesia ,,, indonesia diaspora emang tinggi, fisik bagus, tapi tetep permainan yang cocok itu serangan balik",Youtube
n,Youtube
Guus hidink,Youtube
"Mau menang sendiri ga mau dengar pendapat orang botak, sok iya paling anti sty kocak😊",Youtube
