text_display,video_source
"Penyakit pssi adalah memutus kontrak pelatih sebelum kompetisis selesai kalau niat ganti pelatih kenapa ga nyelesaikan dulu kompetisi ganti pelatih ditengah kompetisi belum selesai adalah blunder terbesar, oke kalau sty niat dipecat karna mentoknya cuma disitu dan diganti pelatih barupun masih sama bahkan gagal lolos pildun,pertanyaannya cuma satu kenapa diganti dengan yg baru akhirnya gagal juga,",Youtube
"Ngga yakin pelatih Jepang. Kalo Thailand cocok sama pelatih Jepang. Kekuatan kita lebih cocok korea karena physical, stamina dan strength",Youtube
Semoga LUIS MILA,Youtube
"""Mereka mengganti 1 pelatih dengan 3 pelatih yg jadi 1"" Hasilnya zonk main ga jelas 0 shot on target, ""kalau sampai tim tidak bisa bikin shot on target itu salah pelatih"" Konon kata salah satu pundit yg katanya terbaik di Indo",Youtube
"Gara2 omongan lu ni Justin sama gerbong lu si Towel dan Akmal, sekarang semua mimpi sudah hancur, sbg pundit mulai sekarang jaga omongan lu bosss. Kasian Rakyat Indonesia.",Youtube
Jesus cassas lebih cocok,Youtube
Japan tuh juara di 2026 bos yakin gue progres serta target tercapai gila gak si japan😎👍,Youtube
"DUKUNG KDM ( KANG DEDY MULYADI) KETUM PSSI BARU
 #ErickThohirOut
 #RevolusiPSSI
 #BersihBersihPSSI",Youtube
Bosen sty udah 5 tahun... Mending yg baru...,Youtube
"4:19 sebenarnya gak aneh sih kalau Dirtek dari negara A, pelatih dari negara B atau C. Contoh, bahkan Zwiers sendiri yg adalah dirtek Yordania sejak 2019, pelatih timnas Yordania waktu itu dari maroko, Hussein Ammouta. Lolos pildun dan final Piala Asia Qatar. 
 
 Jadi ya % terbesar ada di sisi teknis kepelatihan, budaya hanya faktor pendukung.",Youtube
Duit rakyat indonesia buat bayar kompensasi pelatih dongo 🤣,Youtube
Banyak bgt omongan lu yg mojokin STY kala itu,Youtube
"1.
 Gerbong jepang tapi pemainnya full belanda, beresiko gagal lagi karena ga kemistri, kecuali kurangi pemain dari belanda dan tambah lokal.
 
 2. 
 Sty, seperti jangan nget²an (sayur yang dipanasi, rasanya ga sama.",Youtube
"STY jga mikir dua kli klo mau balik,😅 selgi msih ada orang2 ini dn manusia2 berisik di federasi... sekarang mereka sdang menikmati karma dri ke blunderan nya.",Youtube
"Jangan singgung STY lh, kita kan targetnya level atas asia dan masuk level dunia, STY ga cocok lg.",Youtube
pelatih russia aja..,Youtube
"Lah dia aja bikin statment sty tetap harus dipecat walau masuk pildun, biar ga dibantai dipildun",Youtube
"STY meletakkan frestasi tinggi, jika PSSI mengambil pelatih baru lagi maka teriakkan Shin Tae yong terus bergulir, silahkan ambil resiko kembali, ingat bulan november dekat resiko besar 😂",Youtube
"Yang gua sayangkan itu, ternak sty dipake elit politik untuk menggembosi pak ET.",Youtube
"teruntuk influener2 tlg hati2 klo kasih masukan ke Fedeasi kalau ngga ada ilmu nya jgn offside ya! sok2 kasih masukan ganti pelatih krn komunikasi dan budaya,,,makan tuh yg sama bahasa dan budayanya! yang penting pelatih yg mengenal budaya indonesia dan mengerti situasi sepakbola kawasan (asia).....jgn hanya cari SENSASI seenaknya cuap2....",Youtube
"Jastin padahal dia juga bilang pelatihan terbaik sekarang merasa Benar dengan cuci tangan.
 Udh Jastin gak perlu so paling tau.
 Dlu dengan bangga nya Belanda.
 Pundit pundit ajach jgn kaya towel serang pribadi ke orang yg orang itu ajach blm tentu kenal lu.😂",Youtube
"STY COME BACK, PSSI TURUNKAN EGO",Youtube
16:34 ---> (Yg kalian cari),Youtube
bojan,Youtube
dari pada sty mending jesus kasas,Youtube
"Gara2 kegagalan ini semua jadi mulai dari nol lagi, padahal seandainya STY stay dan tetap gagal juga, paling ga pondasi yg sdh dia bangun sejak 5th ini tetap bisa dijalankan dilanjutkan untuk target potensial tahun 2030. Kalau seperti ini pondasi 5th serasa mubazir dihancurkan sendiri oleh PSSI.",Youtube
"Coach Justin ini memang nga tau apa"" memang,nga ngerti bola dia",Youtube
"6:06 lupa sama omongan dia sendiri yang bilang ""kalau kita lolos piala dunia STY harus diganti"" skrng bilang ""lu bawa tim lu lolos, kemudian diqjwhejkqw"" sama2 lu ada GILAnyaaaaaa",Youtube
"Kalau dr jepang kalau sampe si akira nishino bener² faktap sih beliau udh abis di pecat sana sini megang timnas
 
 Padahal pelatih dr eropa yg nganggur bnyak dr cocu, ten haag, klinsmann dll",Youtube
Kalaupun sty mau balik gw yakin dia minta syarat kontrak kerja yang gila gilaan dan gak masuk akal 😂😂😂,Youtube
Cos justin aja pelatihnya.. Gmn. Pokonya pk eric jgn keluar dri passu itu aja.. Y tata ulang lagi,Youtube
Mourinho in,Youtube
Pengamat bola seperti ini jangan dikasih panggung baik podcast dllnya bikin suasana tidak adem ayem,Youtube
Jordan aja Dirtek Belanda pelatih bukan Belanda sukses aja nyambung aja,Youtube
"Lolos piala dunia aja diganti, apalagi PK yang sudah gagal total",Youtube
"Org ini blm klarifikasi soal non teknis yg dia kampanyekan itu. Terutama wasit Arab Saudi vs Indonesia. 
 Justin.",Youtube
"Justin tanggung jawab, secara ga langsung komen anda selama jadi pundit berpengaruh juga terhadap pemecatan sty dan terpilihnya kepelatihan belanda, jangan cuci tangan juga",Youtube
"STY harum namanya diindonesia..
 Akan lebih baik jika tetap harum..
 Jgn balik latih timnas lagi..
 CLBK sangat riskan, akan banyak intrik untuk menggagalkan STY..
 
 Jadi baiknya ganti pelatih yg lebih hebat, terkenal dan mahal..
 Sekalian deh PSSI abis2an..
 Bagus buat ketum ET, namanya kembali tinggi..
 Dan yg utama adalah...
 
 Bersatunya semua pendukung timnas.. fans STY dan anti STY akan bersatu..",Youtube
"Timnas itu lbh cocok dilatih platih asal spanyol, sdh ada buktinya yaitu luis milla… plgi skuad skg byk pmain abroard, bkal jd lbh fluid lgi…
 Ibarat filosofinya indra syafri pepepa, nah zmn itu luis milla pun bgtu bhkan bola direct nya ngeri… jd lupakan total football yg mlah gaga total…
 
 Mending yg psti” aj ud teruji dan ad buktinya, bkn cm angan” ga ga jls.!😁",Youtube
"Kocak bngt argumen mereka soal hojlund & mctom dulu pas masih di emyu di hujat hujat ga bisa main ,sekarang pas pindah liga main bagus di puji puji ,mereka main bagus jga karna beda liga kocak ,soal hojlund lbih baik dri sesko lah kocak hojlund di liga inggris udah mentok begitu lari jatuhin diri , ya masih mending sesko tinggi dia ada opsi sundul buat long ball ,kocak mereka ini",Youtube
Saya Rasa Anaknya Sty sudah gak mau Bapaknya Pegang Timnas Indonesia setelah Dicampakkan Begitu saja,Youtube
Sty,Youtube
Sty,Youtube
"‎Keputusan paling KONTROVERSIAL yg dilakukan oleh PSSI sepanjang berdirinya ketika ET memecat STY kemudian menggantikannya dgn segeronmbolan pelatih CIRCUS PK dkk
 ‎",Youtube
minamino,Youtube
Ganti pelatih baru lah jangan sty lagi,Youtube
"Coach botak ini mending tidur da,nga ngerti bola dia",Youtube
Cari saja pelatih baru yg TDK berpolemik..klo mau pelatih Asia.. lebih baik park hang so ... hampir TDK mungkin sty akan kembali ke Indonesia..,Youtube
Ga lolos piala dunia cuma karna blunder lwan arab waduuhhhh kelewatan sih,Youtube
KEMARIN YAKIN BANGET GERBONG BELANDA BAGUS CULTURE SAMA BAHASA SAMA SEKARANG NGOMONG JEPANG NANTI DIA NGOMONG LAGI BUDAYA NYA GAK SAMA DENGAN JEPANG PRET,Youtube
"jepang bagus, mulai dari futsal, sepakbola wanita
 sudah sanggup mengangkat indonesia",Youtube
Sekarang disarankan ambil pelatih jepang....kemarin katanya pelatih harus Belanda biar kulture nya smaa ..kocak lu coach...ngomong gak konsisten.ntr ada kendala komunikasi lagi salah pelatih lagi,Youtube
"Wirtz.. oke emang harga nya kemahalan.. tp apa dia yg minta? Engga.. lalu klo d tny knp g pemain yg lain aja? Siapa skrg no 10 yg muda, potensial, murah? Palmer? Mgw? Musiala? Rodgers? Emg stok pemain berkualitas skrg ini sdkt bgt.. dan emg harganya ngga ngotak.. trs skrg klo wirtz 150jt lu pgn nya cetak gol, assist tiap pekan? Kan ngga jg.. soal adaptasi mgkn emg dia lambat, tp itu ngga bs d paksakan.. tp klo d liat individu, scr teknik dia pny.. first touch, dribble, scanning nya bagus.. utk mslh lain, taktik, dll ya tugasnya Slot.. Liv msh ms transisi aja..",Youtube
"""kalau sty balik, kan gaji mahal, perlu negosiasi ulang blablabla...""
 lah itu ""tim kepelatihan terbaik"" yang menggantikan 1 ORANG sty gue yakin gajinya jauh lebih besar daripada sty
 cuci tangan pake lifebuoy dengan perlindungan maksimal!",Youtube
kalo asumsi pribadi gue si ini orng” federasi yang jebak ET sih biar publik nyalahin ET dan ET turun terus mafia bisa enak lagi berkeliaran (bukan buzzer ET) pure pendapat pribadi,Youtube
PK tidak pernah meminta maaf tapi Menlu Belanda Van Weel atas nama pemerintah Belanda sudah meminta maaf kepada seluruh rakyat Indonesia. Jadi sudahlah kita fokus ke Sea Games aja.,Youtube
"Gua ga yakin pssi mnyetujui salah satu syarat"" yg diberikan sty. Krn pssi berfikir ga akn bs lg mngintervensi, campur tangan kedlm tim kepelatihan jg timnas. Klo pelatih baru kan gampang. Tp sangat beresiko besar sekiranya pssi ga mau mendengar mayoritas pendukung timnas yg sdg sensitif. krn skrg semua mata lg melototin pssi niy...! Hati"" aj pak ketum jgn smpe salah lg mngambil keputusan. Hrs sebijaksana mngkin.",Youtube
"Jgn cuci tangan koci,jejak digital ketika anda mendorong sty out itu ada 
 Plin plan,si paling belanda,belanda lu aman",Youtube
"WIN WIN SOLUTION PSSI HARUS AMBIL PELATIH BARU KARENA HILGERS DAN ELKAN BAGOT BAKALAN TIDAK DIPANGGIL DAN TIMBUL PERPECAHAN INTERNAL SEBELUMNYA BAKAL NAIK LAGI, KALAU PELATIH BARU DIA BISA MERANGKUL INTERNAL YANG SUDAH PECAH DAPAT DISATUKAN LAGI",Youtube
DUTCH SCAM 🤣,Youtube
"naturalisasi itu oke tapi bukan yang utama, DEVELOPMENY YANG BENAR PSSI MAU JIN IPRIT JUGA PELATIHNYA BELUM TENTU MENANGAN",Youtube
"Gue g setuju netizen ada rasis dan ada yg mengancam P,,
 SDM netizen masih primitif,,",Youtube
"Ini subjektif aja sihh Bang Panji, tapi kalo gua liat sihh opini nya coach sangat mengarahkan untuk meremehkan proses 5 taun timnas Indonesia yang dibangun, pecat yaudah pecat. Sedih banget sihh bang, memang harus banget ya diarahin buat bgituuu...",Youtube
"Pelatih belanda bikin amburadul sepak bola indo, tolak pelatih belanda lagi pls",Youtube
Mau sehebat apapun Tim Kepelatihan TimNas kalau Federasinya masih berisi politisasi tidak akan pernah bisa berhasil mencapai Target karena selalu Diintervensi oleh Federasi yang isinya politisi yang tidak tersertifikasi FIFA mayoritas pemilik klub,Youtube
Jeje aja jadi pelatih,Youtube
nih orang pernah ngerasa salah ga si?,Youtube
Luis milla kayaknya bagus 😂,Youtube
Koci bilang sty gak bagus gak jelek. Koci.. Kapan si kita terahir lolos piala asia..... Kapan si kita lolos sampai round 3.. Itu karna sty.. Pelatih mana yang bisa bawa indo sampai sejauh itu selain sty.. Yang nonton bola bukan cuman lo sj koci,Youtube
alahh pundit plin plan botak botak,Youtube
"Dari pada STY klo emg mau korea korean mending PARK HANG SEO. Pake lokal vietnam murni bisa bawa ke round 3 world cup,. Semi final piala asia u23 perempat final piala asia senio . Atau pelatih pelatih jepang ccuma klo pelatih jepang ga bisa ngarepin hasil cepet karena rata rata pelatih jepang idealis maen possesion ball nyerang liat aja thailand pake pelatih jepang maen nya nyeranh sesekali kalah sama tim yg maen counter kalah yg tak terduga",Youtube
Dari jerman lebih coccok,Youtube
"1. Jesus casas 
 2. Pelatih jepang 
 3. Park hang seo 
 4. Timor capadze 
 5. Clbk sama STY 
 
 NOTE : pelatih yang bisa dicoba sama pssi.
 Kayaknya nomer 5 cuma 10% masuk timnas lagi",Youtube
"Sok sibuk macam pelatih aja, duduk manis diam” aja gak usah gatal sangat tu mulut",Youtube
"panji kalo buat argumen selalu liat justin, pundit takut seniorrr hadehhh. kurang seru masih takut-takut, tiap orang punya opini. cmon lahh yang lepasss kalian setara",Youtube
"1 pelatih diganti 3 pelatih.
 Budaya dan bahasa sudah sama.
 PK bukan tukang sulap.
 Meningkatkan probabilitas peluang lolos pildun.
 Ganti pelatih wajib main 4 bek.",Youtube
Ingin nya lebih bagus.. Tp diganti pelatih pengangguran.. Yg penting belanda.. Lu belanda lu aman..,Youtube
"Bacot filosofi ,, main ancur kalo juara juga dicatet sejarah",Youtube
"Makin lama makin kardus opininya 😂, filang filing. Untung Hanif “pinter” bikin konten sendiri",Youtube
"Bung kalau pelatihnya level atas dan mahal itu pasti pelatihnya ada kualitas. Kita kan mau timnas kita berada di level yang tinggi, maka kita juga menginginkan pelatih yg level nya kelas dunia. ngapain kita ambil pelatih yg bukan kelas dunia sedangkan ada logo ( GARUDA MENDUNIA ). Contoh kita ambil pelatih yg gajinya menengah, sedangkan hasilnya juga tidak baik2 amat, itu namanya cuma buang2 duit bung. Bung menurut saya sekali mengeluarkan uang, lebih baik keluarkan saja semua uangnya dan mencari pelatih kelas dunia. Karna pelatih kelas dunia itu, ada harga ada kualitas.",Youtube
STY udah habis masnya di timnas udah jngan rusak legacy dia udh baguss dia rebuilt tim jadi uddah cukup klo kmbali gk ad gransi dia bklan bawa timnas baguss krena di uslan pun cuman ngltih 10 prtandingan,Youtube
"Lu mending diem napa, ga cukup rekomenin belanda gagal ? 😊",Youtube
BHAPPP 1-2,Youtube
Lu yg yakinin sty out botak,Youtube
"Gw ada 2 opsi, kalo dari Jepang, keisuke Honda yang bener2 rubah bola Kamboja dan permainannya enak diliat tapi emang secara kualitas masih kurang. Opsi kedua balikin Luis milla, gw yakin banget dengan komposisi pemain kek gini, timnas bisa maju sama Luis Milla",Youtube
"Gagal pecat, gagal pecat. Udah paling bener sty aja pelatih selesai in dulu tugas dia kemarin di round 3. Malah egois banget di pecat. Sekarang jadi kacau kan.",Youtube
Yg nyalahin pak Erik orang bodoh..jasa beliau besar skli..yg salah PK nurunkan pemain salah..atau memang di sengaja supaya kalah,Youtube
"koci : kita mengganti 1 sty dengan 3 sty😂😂
 Arya : ini tim kepelatihan terbaik yang pernah kita miliki
 towel : pas zaman sty, udah dikasih pemain bagus tapi masih kalah, towel pas zaman PK, timnas kalah karna faktor kualitas pemain kita yang masih kurang",Youtube
"Ga usah lah sty balik,kek dipermainkan bgt sty keknya dia ngebagun gedung sekian lamanya pas hampir selesai bangunan itu di robohin sama orang,pas roboh baru disuruh bangun lagi",Youtube
"AYOK MAIN BELANDA-BELANDAAN LAGI 😂 MASA UDAHAN AJA NIH, KAN MASIH BANYAK PELATIH-PELATIH BELANDA YANG BELUM DICOBA. NANTI KALO BUKAN DARI BELANDA APA GAK TAKUT ADA LAGI DINAMIKA RUANG GANTI, PERBEDAAN BAHASA, PERBEDAAN BUDAYA, PERBEDAAN NUSA, PERBEDAAN BANGSA, DAN LAIN SEBAGAINYA??????",Youtube
"sty back,pelatih jepang tau2nya pelatih liga badut yang di comot",Youtube
Ini antek asing,Youtube
anti kritik botak,Youtube
Gk ngerti bola lu..diem😂,Youtube
GAGAL,Youtube
mancini,Youtube
"kali aja et dpt pesangon dari arab hahaha dengan drama sty di pecat, lalu rekrut kluivert, walaupun bisa menang di jakarta vs arab dan bahrain dan lolos round 4 tapi tetap yang lolos arab hahaha bisa aja kali",Youtube
Gausah dengerin botak belanda,Youtube
"Ya gpp STY LG, tp org2 lupa masalah dia sama beberapa pemain naturalisasi grade A yg gak harmonis. Ya jgn pada ngamuk aja klo beberapa pemain abroad ogah2 an dipanggil. Nanti minta pecat lg krn byk pemain lokalnya",Youtube
13:03 13:05 13:06,Youtube
"Mending gausah bawa sty balik. Kesempatan kedua gak akan sama kyk kesempatan pertama. Apalagi ekspektasi suportet ke timnas makin tinggi, tuntutan makin banyak. Nanti ketika sty tergelincir di 1-2 match aja udah pasti tekanan dan hujatan makin banyak. Ujingnya out jg nanti dgn catatan yg gak sebaik di musim pertama. 
 Teorinya kalo federasi pecat sty dan kluivert, ya berarti mereka gak sebagus itu. Harusnya cari pelatih yg lebih baik dari mereka",Youtube
Kalo sepakbola belanda sebagus itu? Kenapa prestasinya cuma setara yunani doang? 🤣,Youtube
botak botak ten hag,Youtube
"klo STY ga di pecat dan hasilnya sama aja bahwa indonesia gagal lolos pildun
 
 gw pribadi bakal nerima, karena pelatih dan pemain udh berusaha berkembang selama 4 tahun 
 
 
 lah ini ..... hadeh msh kecewa banget sih, terlalu ngide paketum kita ini... ampuun dah
 
 
 pep guardiola pun klo ngelatih indo ga bakal sukses klo ga dari 0
 
 
 gw dukung STY karena visi dia sesuai dgn pikiran gw 10 tahun yg lalu... pemain timnas kita ini punya kecepatan yg ditakuti lawan tp fisik kita kalah jauh
 nah program STY kemarin itu bkn bermain bola, tpi program fokus ny ke fisik
 
 dan gw setuju banget itu, karena pelatih sebelum ga pernah ada yg serius nanganin fisik, padahal masalah utama pemain timnas kita ya fisik
 
 mulai dari pola makan, gaya hidup, disiplin, dll... kemarin tuh STY udh nerapin ke pemain kita.
 
 
 sampe dia bangun SSB sendiri di sni buat jangka panjang masa depan sepakbola indonesia.
 
 lagi lagi paketum nya ngide anjir",Youtube
"Timur Kapadze tidak dipecat tapi dia jadi assisten Cannavaro trs juga Simon Tahamata,Ziewers am Jordy Cruyff dipertahankan,kandidat yang akan jadi pelatih timnas harus yg bnr2 emmg secara CV bagus,pengalaman menangani timnas pastinya klo perlu yg tau sepakbola Asia
 Buat MU saya harap sih bermain nothing to lose karena liverpool ini bukan tim yang menakutkan mereka punya banyak titik lemah yg bisa di eksploitasi mau koreksi Waktu leverkusen juara pelatih bayern itu Tuchel",Youtube
mourinho saja,Youtube
"Belanda scam, (pelatih)",Youtube
CAPE BGT DENGERIN CUCI TANGAN NYA PARA PENGAMAT !!! SI PALING PROBLEMATIK,Youtube
alah si anti kritik,Youtube
BAcOOOOOoOOt,Youtube
"nyari pelati kek sty emg susah si, dia dateng liga bener2 ga jelas, pembinaan msi blm jelas. makanya wajar si supporter pas kluivert dtng uda gamau berproses lg",Youtube
"Botak kayak gak tau apa-apa, padahal salah satu biang yang bikin gagal lolos pildun karena masukannya ke ketua umum",Youtube
banyak omong nih pak ogah sok iye,Youtube
"Sebenernya ide bung harpa itu lebih realistis. Menggantikan kluivert dan mengangkat pastoor. Karna kann isunya selama ini otak kepelatihan ada di pastoor bukan kluivert. Apalagi masyarakat jg nyalahinnya Kluivert karna jadi head coach dgn pengalaman yg minim. Rakyat gak terlalu nyorot pastoor, jadi harusnya masih aman, gak bayar kompensasi yg besar dan gak bener bener mulai dari 0 banget",Youtube
Buat apa balik ke indo? Attitude dan etika gt aja si,Youtube
Haji memori asu,Youtube
STY bagus juga enggak???? STY ITU TERBAIK dan paling brprestasi,Youtube
"Saya pikir sudah ngga relate lagi mendengarkan pendapat orang2 ini, yg satu paling benar, yg satunya ga berani mendebat, menyampaikan subjektifitas, yg tidak sesuai dengan favoritnya akan dikatakan jelek, selain sepak bola menyerang akan dikatakan main jelek, apalagi bermain sepak bola pragmatis, itu membosankan karena rentan kalah dan kurang atraktif karena tidak mendominasi. Maaf ini hanya curhatan kekecewaan saja yang sifatnya subjektif juga, klo tidak suka, seperti biasa ""Block""",Youtube
"Kalo ujung² nya gini juga ngapain pecat STY yang udah kenal pemain nya dari segi teknis dan chemistry, dan pada saat diganti kenapa personal yg ditunjuk seseorang yang minim track record, katrok, dan bermodalkan karena dia dateng pas Natal aja? 
 Permasalah ini tidak hanya dari Kluivert dkk, tapi lebih besar lg",Youtube
